split,class,filename,severity,anomalies,details
test,adenocarcinoma,000147.png,warning,border_anomaly,{"right_border_mean_diff": 80.11; "anomalous_borders": ["right"]}
test,adenocarcinoma,000148 (3).png,warning,border_anomaly,{"top_border_mean_diff": 82.71; "bottom_border_mean_diff": 81.51; "left_border_mean_diff": 91.29; "right_border_mean_diff": 90.57; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000149 (4).png,warning,border_anomaly,{"top_border_mean_diff": 83.89; "bottom_border_mean_diff": 84.79; "left_border_mean_diff": 84.62; "right_border_mean_diff": 86.51; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000149 (7).png,warning,border_anomaly,{"top_border_mean_diff": 85.15; "bottom_border_mean_diff": 85.98; "left_border_mean_diff": 86.57; "right_border_mean_diff": 87.73; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000151 (5).png,warning,border_anomaly,{"top_border_mean_diff": 83.17; "bottom_border_mean_diff": 82.18; "left_border_mean_diff": 82.0; "right_border_mean_diff": 83.82; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000153 (5).png,warning,border_anomaly,{"top_border_mean_diff": 91.73; "bottom_border_mean_diff": 91.23; "left_border_mean_diff": 93.9; "right_border_mean_diff": 94.57; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000155 (4).png,warning,border_anomaly,{"top_border_mean_diff": 86.47; "bottom_border_mean_diff": 88.14; "left_border_mean_diff": 88.05; "right_border_mean_diff": 90.28; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000155.png,warning,border_anomaly,{"top_border_mean_diff": 86.62; "bottom_border_mean_diff": 87.69; "left_border_mean_diff": 88.51; "right_border_mean_diff": 89.25; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000157 (5).png,warning,border_anomaly,{"top_border_mean_diff": 87.94; "bottom_border_mean_diff": 85.79; "left_border_mean_diff": 87.87; "right_border_mean_diff": 87.15; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000157 (6).png,warning,border_anomaly,{"top_border_mean_diff": 86.42; "bottom_border_mean_diff": 84.89; "left_border_mean_diff": 87.45; "right_border_mean_diff": 87.07; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000158 (2).png,warning,border_anomaly,{"top_border_mean_diff": 82.17; "bottom_border_mean_diff": 80.41; "left_border_mean_diff": 82.94; "right_border_mean_diff": 82.89; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000158 (5).png,warning,border_anomaly,{"top_border_mean_diff": 82.21; "right_border_mean_diff": 81.89; "anomalous_borders": ["top"; "right"]}
test,adenocarcinoma,000158 (6).png,warning,border_anomaly,{"bottom_border_mean_diff": 85.88; "left_border_mean_diff": 87.55; "anomalous_borders": ["bottom"; "left"]}
test,adenocarcinoma,000158.png,warning,border_anomaly,{"top_border_mean_diff": 117.39; "bottom_border_mean_diff": 113.43; "left_border_mean_diff": 99.37; "right_border_mean_diff": 112.17; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000161 (4).png,warning,border_anomaly,{"left_border_mean_diff": 81.11; "anomalous_borders": ["left"]}
test,adenocarcinoma,000167 (8).png,warning,border_anomaly,{"top_border_mean_diff": 85.28; "bottom_border_mean_diff": 81.62; "right_border_mean_diff": 84.66; "anomalous_borders": ["top"; "bottom"; "right"]}
test,adenocarcinoma,000171 (5).png,warning,border_anomaly,{"top_border_mean_diff": 115.52; "bottom_border_mean_diff": 112.93; "left_border_mean_diff": 115.34; "right_border_mean_diff": 115.07; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000171.png,warning,border_anomaly,{"top_border_mean_diff": 108.97; "bottom_border_mean_diff": 107.94; "left_border_mean_diff": 106.82; "right_border_mean_diff": 111.04; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000173 (5).png,warning,border_anomaly,{"top_border_mean_diff": 93.25; "bottom_border_mean_diff": 89.77; "left_border_mean_diff": 93.51; "right_border_mean_diff": 92.71; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000173 (7).png,warning,border_anomaly,{"top_border_mean_diff": 113.83; "bottom_border_mean_diff": 112.85; "left_border_mean_diff": 115.44; "right_border_mean_diff": 115.14; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000177 (4).png,warning,border_anomaly,{"top_border_mean_diff": 105.0; "bottom_border_mean_diff": 106.23; "left_border_mean_diff": 107.59; "right_border_mean_diff": 87.29; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,adenocarcinoma,000177.png,warning,border_anomaly,{"top_border_mean_diff": 86.95; "bottom_border_mean_diff": 84.98; "left_border_mean_diff": 86.15; "right_border_mean_diff": 86.94; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,large.cell.carcinoma,000108.png,warning,border_anomaly,{"bottom_border_mean_diff": 80.14; "anomalous_borders": ["bottom"]}
test,large.cell.carcinoma,000110.png,info,possible_watermark,{"highpass_ratio": 0.1053; "text_like_ratio": 0.4426}
test,large.cell.carcinoma,000113.png,warning,border_anomaly,{"top_border_mean_diff": 114.2; "bottom_border_mean_diff": 112.16; "left_border_mean_diff": 114.06; "right_border_mean_diff": 113.63; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,large.cell.carcinoma,000114.png,warning,border_anomaly,{"top_border_mean_diff": 86.41; "bottom_border_mean_diff": 85.83; "left_border_mean_diff": 88.38; "right_border_mean_diff": 86.99; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,large.cell.carcinoma,000115 (2).png,warning,border_anomaly,{"bottom_border_mean_diff": 84.97; "left_border_mean_diff": 85.4; "right_border_mean_diff": 86.1; "anomalous_borders": ["bottom"; "left"; "right"]}
test,large.cell.carcinoma,000122.png,warning,border_anomaly,{"top_border_mean_diff": 94.43; "bottom_border_mean_diff": 91.41; "left_border_mean_diff": 91.48; "right_border_mean_diff": 93.19; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,large.cell.carcinoma,000128 (2).png,warning,border_anomaly,{"bottom_border_mean_diff": 99.86; "left_border_mean_diff": 98.54; "right_border_mean_diff": 100.35; "anomalous_borders": ["bottom"; "left"; "right"]}
test,large.cell.carcinoma,000131 (2).png,warning,border_anomaly,{"top_border_mean_diff": 86.8; "bottom_border_mean_diff": 89.58; "left_border_mean_diff": 90.27; "right_border_mean_diff": 81.85; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,large.cell.carcinoma,000133.png,info,possible_watermark,{"highpass_ratio": 0.1054; "text_like_ratio": 0.4564}
test,large.cell.carcinoma,000137.png,warning,border_anomaly,{"top_border_mean_diff": 96.58; "bottom_border_mean_diff": 95.09; "left_border_mean_diff": 95.96; "right_border_mean_diff": 96.91; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,large.cell.carcinoma,000150.png,warning,border_anomaly,{"top_border_mean_diff": 108.49; "bottom_border_mean_diff": 106.93; "left_border_mean_diff": 109.02; "right_border_mean_diff": 108.72; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,large.cell.carcinoma,000154.png,warning,border_anomaly,{"top_border_mean_diff": 116.62; "bottom_border_mean_diff": 114.67; "left_border_mean_diff": 116.86; "right_border_mean_diff": 116.17; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,large.cell.carcinoma,000158.png,warning,border_anomaly,{"top_border_mean_diff": 113.9; "bottom_border_mean_diff": 111.51; "left_border_mean_diff": 111.32; "right_border_mean_diff": 113.01; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,large.cell.carcinoma,000160.png,warning,border_anomaly,{"top_border_mean_diff": 91.89; "bottom_border_mean_diff": 93.68; "left_border_mean_diff": 92.24; "right_border_mean_diff": 81.07; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,large.cell.carcinoma,000162.png,warning,border_anomaly,{"top_border_mean_diff": 82.92; "bottom_border_mean_diff": 82.34; "left_border_mean_diff": 83.76; "right_border_mean_diff": 83.2; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,large.cell.carcinoma,000170.png,warning,border_anomaly,{"bottom_border_mean_diff": 86.59; "anomalous_borders": ["bottom"]}
test,large.cell.carcinoma,000172 (2).png,warning,border_anomaly,{"left_border_mean_diff": 82.14; "right_border_mean_diff": 81.2; "anomalous_borders": ["left"; "right"]}
test,large.cell.carcinoma,000172.png,info,possible_watermark,{"highpass_ratio": 0.1077; "text_like_ratio": 0.4574}
test,large.cell.carcinoma,000173.png,info,possible_watermark,{"highpass_ratio": 0.1077; "text_like_ratio": 0.4542}
test,normal,10 (2) - Copy.png,info,possible_watermark,{"highpass_ratio": 0.1134; "text_like_ratio": 0.4183}
test,normal,10 (2).png,info,possible_watermark,{"highpass_ratio": 0.1134; "text_like_ratio": 0.4183}
test,normal,10 - Copy (2) - Copy.png,info,possible_watermark,{"highpass_ratio": 0.1132; "text_like_ratio": 0.4181}
test,normal,10 - Copy (2).png,info,possible_watermark,{"highpass_ratio": 0.1132; "text_like_ratio": 0.4181}
test,normal,10 - Copy (3).png,info,possible_watermark,{"highpass_ratio": 0.1132; "text_like_ratio": 0.4181}
test,normal,10 - Copy - Copy.png,info,possible_watermark,{"highpass_ratio": 0.1132; "text_like_ratio": 0.4181}
test,normal,10 - Copy.png,info,possible_watermark,{"highpass_ratio": 0.1132; "text_like_ratio": 0.4181}
test,normal,10.png,info,possible_watermark,{"highpass_ratio": 0.1132; "text_like_ratio": 0.4181}
test,normal,11 (2) - Copy.png,critical,text_overlay|border_anomaly|possible_watermark,{"bottom_left_edge_density": 0.21; "bottom_left_std": 51.96; "bottom_bar_bright_fraction": 0.177; "left_bar_bright_fraction": 0.4323; "right_bar_bright_fraction": 0.4462; "text_regions": ["bottom_left"; "bottom_bar"; "left_bar"; "right_bar"]; "top_border_mean_diff": 90.7; "anomalous_borders": ["top"]; "highpass_ratio": 0.123; "text_like_ratio": 0.5635}
test,normal,11 (2).png,critical,text_overlay|border_anomaly|possible_watermark,{"bottom_left_edge_density": 0.21; "bottom_left_std": 51.96; "bottom_bar_bright_fraction": 0.177; "left_bar_bright_fraction": 0.4323; "right_bar_bright_fraction": 0.4462; "text_regions": ["bottom_left"; "bottom_bar"; "left_bar"; "right_bar"]; "top_border_mean_diff": 90.7; "anomalous_borders": ["top"]; "highpass_ratio": 0.123; "text_like_ratio": 0.5635}
test,normal,11 - Copy (2) - Copy.png,critical,text_overlay|possible_watermark,{"bottom_left_edge_density": 0.2569; "bottom_left_std": 50.22; "bottom_bar_bright_fraction": 0.2215; "left_bar_bright_fraction": 0.4332; "right_bar_bright_fraction": 0.4151; "text_regions": ["bottom_left"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1148; "text_like_ratio": 0.5507}
test,normal,11 - Copy (2).png,critical,text_overlay|possible_watermark,{"bottom_left_edge_density": 0.2569; "bottom_left_std": 50.22; "bottom_bar_bright_fraction": 0.2215; "left_bar_bright_fraction": 0.4332; "right_bar_bright_fraction": 0.4151; "text_regions": ["bottom_left"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1148; "text_like_ratio": 0.5507}
test,normal,11 - Copy (3).png,critical,text_overlay|border_anomaly|possible_watermark,{"bottom_left_edge_density": 0.21; "bottom_left_std": 51.96; "bottom_bar_bright_fraction": 0.177; "left_bar_bright_fraction": 0.4323; "right_bar_bright_fraction": 0.4462; "text_regions": ["bottom_left"; "bottom_bar"; "left_bar"; "right_bar"]; "top_border_mean_diff": 90.7; "anomalous_borders": ["top"]; "highpass_ratio": 0.123; "text_like_ratio": 0.5635}
test,normal,11 - Copy - Copy.png,critical,text_overlay|possible_watermark,{"bottom_left_edge_density": 0.2256; "bottom_left_std": 49.57; "bottom_bar_bright_fraction": 0.2219; "left_bar_bright_fraction": 0.4332; "right_bar_bright_fraction": 0.4151; "text_regions": ["bottom_left"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1148; "text_like_ratio": 0.5507}
test,normal,11 - Copy.png,critical,text_overlay|possible_watermark,{"bottom_left_edge_density": 0.2256; "bottom_left_std": 49.57; "bottom_bar_bright_fraction": 0.2219; "left_bar_bright_fraction": 0.4332; "right_bar_bright_fraction": 0.4151; "text_regions": ["bottom_left"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1148; "text_like_ratio": 0.5507}
test,normal,11.png,critical,text_overlay|border_anomaly|possible_watermark,{"bottom_left_edge_density": 0.21; "bottom_left_std": 51.96; "bottom_bar_bright_fraction": 0.177; "left_bar_bright_fraction": 0.4323; "right_bar_bright_fraction": 0.4462; "text_regions": ["bottom_left"; "bottom_bar"; "left_bar"; "right_bar"]; "top_border_mean_diff": 90.7; "anomalous_borders": ["top"]; "highpass_ratio": 0.123; "text_like_ratio": 0.5635}
test,normal,12 - Copy (2) - Copy.png,critical,text_overlay,{"right_bar_bright_fraction": 0.1778; "text_regions": ["right_bar"]}
test,normal,12 - Copy (2).png,critical,text_overlay,{"right_bar_bright_fraction": 0.1778; "text_regions": ["right_bar"]}
test,normal,22.png,critical,text_overlay|possible_watermark,{"top_bar_bright_fraction": 0.2043; "bottom_bar_bright_fraction": 0.5111; "left_bar_bright_fraction": 0.2641; "right_bar_bright_fraction": 0.1706; "text_regions": ["top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1144; "text_like_ratio": 0.4393}
test,normal,23.png,critical,text_overlay,{"top_bar_bright_fraction": 0.3587; "bottom_bar_bright_fraction": 0.4748; "left_bar_bright_fraction": 0.5331; "right_bar_bright_fraction": 0.4629; "text_regions": ["top_bar"; "bottom_bar"; "left_bar"; "right_bar"]}
test,normal,24 - Copy.png,critical,text_overlay|border_anomaly|possible_watermark,{"top_bar_bright_fraction": 0.4346; "bottom_bar_bright_fraction": 0.2858; "right_bar_bright_fraction": 0.1712; "text_regions": ["top_bar"; "bottom_bar"; "right_bar"]; "left_border_mean_diff": 106.98; "right_border_mean_diff": 83.73; "anomalous_borders": ["left"; "right"]; "highpass_ratio": 0.1273; "text_like_ratio": 0.549}
test,normal,24.png,critical,text_overlay|border_anomaly|possible_watermark,{"top_bar_bright_fraction": 0.4346; "bottom_bar_bright_fraction": 0.2858; "right_bar_bright_fraction": 0.1712; "text_regions": ["top_bar"; "bottom_bar"; "right_bar"]; "left_border_mean_diff": 106.98; "right_border_mean_diff": 83.73; "anomalous_borders": ["left"; "right"]; "highpass_ratio": 0.1273; "text_like_ratio": 0.549}
test,normal,25.png,critical,text_overlay|border_anomaly|possible_watermark,{"left_bar_bright_fraction": 0.513; "right_bar_bright_fraction": 0.5029; "text_regions": ["left_bar"; "right_bar"]; "top_border_mean_diff": 99.83; "bottom_border_mean_diff": 107.18; "anomalous_borders": ["top"; "bottom"]; "highpass_ratio": 0.1219; "text_like_ratio": 0.5164}
test,normal,6 - Copy (2) - Copy.png,warning,border_anomaly,{"left_border_mean_diff": 90.77; "right_border_mean_diff": 91.74; "anomalous_borders": ["left"; "right"]}
test,normal,6 - Copy (2).png,warning,border_anomaly,{"left_border_mean_diff": 90.77; "right_border_mean_diff": 91.74; "anomalous_borders": ["left"; "right"]}
test,normal,6 - Copy.png,warning,border_anomaly,{"left_border_mean_diff": 90.77; "right_border_mean_diff": 91.74; "anomalous_borders": ["left"; "right"]}
test,normal,7 (2) - Copy.png,warning,border_anomaly|possible_watermark,{"top_border_mean_diff": 91.81; "bottom_border_mean_diff": 98.04; "left_border_mean_diff": 122.09; "right_border_mean_diff": 122.09; "anomalous_borders": ["top"; "bottom"; "left"; "right"]; "highpass_ratio": 0.1204; "text_like_ratio": 0.5401}
test,normal,7 (2).png,warning,border_anomaly|possible_watermark,{"top_border_mean_diff": 91.81; "bottom_border_mean_diff": 98.04; "left_border_mean_diff": 122.09; "right_border_mean_diff": 122.09; "anomalous_borders": ["top"; "bottom"; "left"; "right"]; "highpass_ratio": 0.1204; "text_like_ratio": 0.5401}
test,normal,7 - Copy (2) - Copy.png,critical,text_overlay|possible_watermark,{"bottom_bar_bright_fraction": 0.2057; "left_bar_bright_fraction": 0.3023; "right_bar_bright_fraction": 0.3655; "text_regions": ["bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1225; "text_like_ratio": 0.5312}
test,normal,7 - Copy (2).png,critical,text_overlay|possible_watermark,{"bottom_bar_bright_fraction": 0.2057; "left_bar_bright_fraction": 0.3023; "right_bar_bright_fraction": 0.3655; "text_regions": ["bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1225; "text_like_ratio": 0.5312}
test,normal,7 - Copy (3).png,warning,border_anomaly|possible_watermark,{"top_border_mean_diff": 91.81; "bottom_border_mean_diff": 98.04; "left_border_mean_diff": 122.09; "right_border_mean_diff": 122.09; "anomalous_borders": ["top"; "bottom"; "left"; "right"]; "highpass_ratio": 0.1204; "text_like_ratio": 0.5401}
test,normal,7 - Copy - Copy.png,critical,text_overlay|possible_watermark,{"bottom_bar_bright_fraction": 0.2057; "left_bar_bright_fraction": 0.3023; "right_bar_bright_fraction": 0.3655; "text_regions": ["bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1225; "text_like_ratio": 0.5312}
test,normal,7 - Copy.png,critical,text_overlay|possible_watermark,{"bottom_bar_bright_fraction": 0.2057; "left_bar_bright_fraction": 0.3023; "right_bar_bright_fraction": 0.3655; "text_regions": ["bottom_bar"; "left_bar"; "right_bar"]; "highpass_ratio": 0.1225; "text_like_ratio": 0.5312}
test,normal,7.png,warning,border_anomaly|possible_watermark,{"top_border_mean_diff": 91.81; "bottom_border_mean_diff": 98.04; "left_border_mean_diff": 122.09; "right_border_mean_diff": 122.09; "anomalous_borders": ["top"; "bottom"; "left"; "right"]; "highpass_ratio": 0.1204; "text_like_ratio": 0.5401}
test,normal,8 (2) - Copy.png,info,possible_watermark,{"highpass_ratio": 0.1216; "text_like_ratio": 0.4883}
test,normal,8 (2).png,info,possible_watermark,{"highpass_ratio": 0.1216; "text_like_ratio": 0.4883}
test,normal,8 - Copy (2) - Copy.png,info,possible_watermark,{"highpass_ratio": 0.1136; "text_like_ratio": 0.4718}
test,normal,8 - Copy (2).png,info,possible_watermark,{"highpass_ratio": 0.1136; "text_like_ratio": 0.4718}
test,normal,8 - Copy (3).png,info,possible_watermark,{"highpass_ratio": 0.1136; "text_like_ratio": 0.4718}
test,normal,8 - Copy - Copy.png,info,possible_watermark,{"highpass_ratio": 0.1136; "text_like_ratio": 0.4718}
test,normal,8 - Copy.png,info,possible_watermark,{"highpass_ratio": 0.1136; "text_like_ratio": 0.4718}
test,normal,8.png,info,possible_watermark,{"highpass_ratio": 0.1136; "text_like_ratio": 0.4718}
test,normal,normal - Copy.png,critical,text_overlay|border_anomaly,{"top_bar_bright_fraction": 0.174; "bottom_bar_bright_fraction": 0.2646; "left_bar_bright_fraction": 0.3455; "right_bar_bright_fraction": 0.4634; "text_regions": ["top_bar"; "bottom_bar"; "left_bar"; "right_bar"]; "top_border_mean_diff": 105.72; "left_border_mean_diff": 95.22; "anomalous_borders": ["top"; "left"]}
test,normal,normal.png,critical,high_saturation|text_overlay|border_anomaly,{"high_saturation_fraction": 0.0036; "left_bar_bright_fraction": 0.1781; "right_bar_bright_fraction": 0.173; "text_regions": ["left_bar"; "right_bar"]; "top_border_mean_diff": 158.88; "bottom_border_mean_diff": 155.25; "left_border_mean_diff": 125.71; "right_border_mean_diff": 124.55; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000108 (6).png,warning,border_anomaly,{"top_border_mean_diff": 81.44; "bottom_border_mean_diff": 81.21; "left_border_mean_diff": 82.83; "right_border_mean_diff": 82.71; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000110 (2).png,warning,border_anomaly,{"top_border_mean_diff": 91.97; "bottom_border_mean_diff": 89.12; "left_border_mean_diff": 92.8; "right_border_mean_diff": 92.47; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000111.png,warning,border_anomaly,{"top_border_mean_diff": 91.55; "bottom_border_mean_diff": 90.47; "left_border_mean_diff": 91.44; "right_border_mean_diff": 91.97; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000114 (2).png,warning,border_anomaly,{"top_border_mean_diff": 106.34; "bottom_border_mean_diff": 103.07; "left_border_mean_diff": 106.38; "right_border_mean_diff": 106.33; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000114 (3).png,warning,border_anomaly,{"top_border_mean_diff": 90.95; "bottom_border_mean_diff": 84.6; "right_border_mean_diff": 86.92; "anomalous_borders": ["top"; "bottom"; "right"]}
test,squamous.cell.carcinoma,000115 (4).png,warning,border_anomaly,{"top_border_mean_diff": 86.79; "bottom_border_mean_diff": 84.88; "anomalous_borders": ["top"; "bottom"]}
test,squamous.cell.carcinoma,000115 (5).png,warning,border_anomaly,{"bottom_border_mean_diff": 81.79; "left_border_mean_diff": 84.06; "anomalous_borders": ["bottom"; "left"]}
test,squamous.cell.carcinoma,000116 (5).png,warning,border_anomaly,{"left_border_mean_diff": 81.66; "right_border_mean_diff": 80.04; "anomalous_borders": ["left"; "right"]}
test,squamous.cell.carcinoma,000117 (5).png,warning,border_anomaly,{"top_border_mean_diff": 92.92; "bottom_border_mean_diff": 92.6; "left_border_mean_diff": 86.42; "right_border_mean_diff": 80.57; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000119 (4).png,warning,border_anomaly,{"bottom_border_mean_diff": 80.13; "left_border_mean_diff": 82.58; "anomalous_borders": ["bottom"; "left"]}
test,squamous.cell.carcinoma,000119.png,warning,border_anomaly,{"bottom_border_mean_diff": 80.63; "left_border_mean_diff": 82.53; "right_border_mean_diff": 80.78; "anomalous_borders": ["bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000120 (2).png,warning,border_anomaly,{"top_border_mean_diff": 83.35; "bottom_border_mean_diff": 88.68; "left_border_mean_diff": 91.14; "right_border_mean_diff": 90.88; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000120 (5).png,warning,border_anomaly,{"top_border_mean_diff": 85.64; "bottom_border_mean_diff": 84.24; "left_border_mean_diff": 85.19; "anomalous_borders": ["top"; "bottom"; "left"]}
test,squamous.cell.carcinoma,000121 (5).png,warning,border_anomaly,{"bottom_border_mean_diff": 82.07; "anomalous_borders": ["bottom"]}
test,squamous.cell.carcinoma,000122.png,warning,border_anomaly,{"bottom_border_mean_diff": 83.24; "left_border_mean_diff": 85.31; "right_border_mean_diff": 82.5; "anomalous_borders": ["bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000124 (4).png,warning,border_anomaly,{"bottom_border_mean_diff": 91.19; "left_border_mean_diff": 84.79; "right_border_mean_diff": 82.48; "anomalous_borders": ["bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000124.png,warning,border_anomaly,{"top_border_mean_diff": 81.17; "bottom_border_mean_diff": 86.37; "left_border_mean_diff": 88.29; "right_border_mean_diff": 81.99; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000125 (2).png,warning,border_anomaly,{"top_border_mean_diff": 82.33; "left_border_mean_diff": 81.51; "right_border_mean_diff": 82.48; "anomalous_borders": ["top"; "left"; "right"]}
test,squamous.cell.carcinoma,000127 (2).png,warning,border_anomaly,{"top_border_mean_diff": 83.06; "bottom_border_mean_diff": 83.84; "left_border_mean_diff": 86.64; "right_border_mean_diff": 85.06; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000127 (6).png,warning,border_anomaly,{"top_border_mean_diff": 81.91; "bottom_border_mean_diff": 80.36; "left_border_mean_diff": 81.72; "anomalous_borders": ["top"; "bottom"; "left"]}
test,squamous.cell.carcinoma,000129 (2).png,warning,border_anomaly,{"top_border_mean_diff": 129.84; "bottom_border_mean_diff": 126.68; "left_border_mean_diff": 128.92; "right_border_mean_diff": 122.64; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000130 (4).png,warning,border_anomaly,{"bottom_border_mean_diff": 86.52; "left_border_mean_diff": 82.3; "right_border_mean_diff": 83.43; "anomalous_borders": ["bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000131 (6).png,warning,border_anomaly,{"top_border_mean_diff": 82.02; "bottom_border_mean_diff": 91.06; "left_border_mean_diff": 87.47; "right_border_mean_diff": 92.47; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000132 (4).png,warning,border_anomaly,{"top_border_mean_diff": 85.13; "bottom_border_mean_diff": 86.04; "left_border_mean_diff": 87.4; "right_border_mean_diff": 85.01; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000134 (5).png,warning,border_anomaly,{"top_border_mean_diff": 86.51; "bottom_border_mean_diff": 84.98; "left_border_mean_diff": 85.72; "right_border_mean_diff": 82.74; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000136 (4).png,warning,border_anomaly,{"bottom_border_mean_diff": 91.53; "left_border_mean_diff": 94.68; "right_border_mean_diff": 90.78; "anomalous_borders": ["bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000137 (3).png,warning,border_anomaly,{"top_border_mean_diff": 92.51; "left_border_mean_diff": 84.83; "right_border_mean_diff": 84.78; "anomalous_borders": ["top"; "left"; "right"]}
test,squamous.cell.carcinoma,000137.png,warning,border_anomaly,{"top_border_mean_diff": 84.56; "bottom_border_mean_diff": 86.31; "left_border_mean_diff": 84.88; "right_border_mean_diff": 87.4; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000139 (4).png,warning,border_anomaly,{"bottom_border_mean_diff": 85.84; "anomalous_borders": ["bottom"]}
test,squamous.cell.carcinoma,000139 (5).png,warning,border_anomaly,{"top_border_mean_diff": 87.96; "bottom_border_mean_diff": 88.61; "left_border_mean_diff": 88.2; "anomalous_borders": ["top"; "bottom"; "left"]}
test,squamous.cell.carcinoma,000139 (6).png,warning,border_anomaly,{"top_border_mean_diff": 87.79; "bottom_border_mean_diff": 86.5; "left_border_mean_diff": 83.82; "anomalous_borders": ["top"; "bottom"; "left"]}
test,squamous.cell.carcinoma,000141 (4).png,warning,border_anomaly,{"top_border_mean_diff": 89.8; "bottom_border_mean_diff": 87.77; "left_border_mean_diff": 89.45; "right_border_mean_diff": 86.7; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000142 (5).png,warning,border_anomaly,{"top_border_mean_diff": 85.68; "bottom_border_mean_diff": 86.39; "left_border_mean_diff": 85.14; "anomalous_borders": ["top"; "bottom"; "left"]}
test,squamous.cell.carcinoma,000144 (5).png,warning,border_anomaly,{"top_border_mean_diff": 94.84; "bottom_border_mean_diff": 96.73; "left_border_mean_diff": 80.51; "right_border_mean_diff": 83.72; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
test,squamous.cell.carcinoma,000146 (6).png,warning,border_anomaly,{"top_border_mean_diff": 102.9; "bottom_border_mean_diff": 102.26; "left_border_mean_diff": 84.24; "right_border_mean_diff": 80.58; "anomalous_borders": ["top"; "bottom"; "left"; "right"]}
